id,category,subcategory,question,answer,keywords,audience,source_url,as_of
FIN-144,Earning and Work,Payslip,What should I check on my payslip?,"Check the hours recorded, the hourly rate, gross pay, each deduction listed by name, and the net total. Keep payslips, because they are your proof of income for loans, and errors are far easier to fix within the same month.",payslip|check|deductions|proof of income|keep records,student,internal:aspire-financial-education,2026-08-04
FIN-145,Earning and Work,First job,What should I know before my first job?,"Agree the rate and hours in writing before you start, know your legal limits on hours if you are under 18, understand what deductions will come out, and open a bank account so your pay does not sit as loose cash.",first job|advice|before starting|rate|hours,student,internal:aspire-financial-education,2026-08-04
FIN-146,Earning and Work,Human capital,What is the best investment I can make in my twenties?,"Usually yourself. Skills, qualifications and experience raise your earning power for the rest of your life, and unlike other assets nobody can take them from you. Economists call this human capital.",human capital|skills|education|earning power|investment,student,internal:aspire-financial-education,2026-08-04
FIN-147,Earning and Work,Income sources,Why do people say you should have more than one income source?,"Because a single source is a single point of failure. In an economy exposed to tourism cycles and storms, a second stream from a skill, a small business or investment income adds real security.",multiple income|diversify|side hustle|security|streams,student,internal:aspire-financial-education,2026-08-04
FIN-148,Earning and Work,Negotiating,Can I negotiate my pay?,"Often yes, politely and with evidence. Research what similar work pays, describe the value you bring, and name a specific figure rather than asking vaguely for more. The worst realistic outcome is a no.",negotiate|ask for raise|pay|salary|how to,student,internal:aspire-financial-education,2026-08-04
FIN-149,Earning and Work,Unpaid work,Is unpaid experience ever worth it?,"Sometimes, if it genuinely builds skills, references or a portfolio you could not get otherwise, and if it has a clear end date. It is not worth it if you are simply doing a paid person's job for free indefinitely.",internship|unpaid|volunteer|experience|worth it,student,internal:aspire-financial-education,2026-08-04
FIN-150,Earning and Work,Teen earnings,What should a teenager do with their first earnings?,"Split it deliberately before it arrives. A reasonable first split is half to savings, a portion to a specific goal, and a small amount to spend freely. The habit you set with your first pay tends to stick for years.",first pay|what to do|split|savings|teen,student,internal:aspire-financial-education,2026-08-04
FIN-151,Spending,Smart spending,What does it mean to spend wisely?,"It means your spending matches what you actually care about. Wise spending is not about buying the cheapest thing every time, it is about not wasting money on things you will not remember next month.",smart spending|wise|priorities|value|decisions,child,internal:aspire-financial-education,2026-08-04
FIN-152,Spending,Comparison shopping,How do I compare prices properly?,"Compare the price per unit, not the sticker price. A larger pack can be cheaper per item, or more expensive. Check at least two shops for anything significant, and include transport cost in the comparison.",compare prices|unit price|shopping|bargain|cheaper,student,internal:aspire-financial-education,2026-08-04
FIN-153,Spending,Impulse buying,What is impulse buying and how do I stop it?,"Impulse buying is purchasing without planning, usually triggered by emotion or a sale. Beat it with a waiting rule: for anything above a set amount, wait 24 hours. Most impulses do not survive a night's sleep.",impulse buying|stop|24 hour rule|emotional spending|urge,student,internal:aspire-financial-education,2026-08-04
FIN-154,Spending,Sales,Is something on sale always a good deal?,"No. A discount only saves you money on something you were already going to buy. Buying something you did not need at 50 percent off means you spent money, not saved it.",sale|discount|deal|marketing|savings trick,child,internal:aspire-financial-education,2026-08-04
FIN-155,Spending,Advertising,How does advertising affect my spending?,"Advertising is designed to create wants you did not walk in with, often by linking a product to a feeling like belonging or success. Recognising the technique is most of the defence. Ask what the ad wants you to feel.",advertising|marketing|influence|manipulation|awareness,student,internal:aspire-financial-education,2026-08-04
FIN-156,Spending,Social media spending,Why do I spend more because of social media?,"Because feeds show you everyone's purchases and none of their bank balances, and because ads are targeted at you specifically. Comparison spending is one of the biggest drains on young people's money.",social media|comparison|influencers|targeted ads|pressure,student,internal:aspire-financial-education,2026-08-04
FIN-157,Spending,Peer pressure,How do I handle friends pressuring me to spend?,"Decide your limit before you go out, not while you are there. You do not owe anyone an explanation, but a simple honest line like saving for something specific usually ends the conversation quickly.",peer pressure|friends|spending|say no|limit,student,internal:aspire-financial-education,2026-08-04
FIN-158,Spending,Delayed gratification,What is delayed gratification?,"It is choosing a bigger reward later over a smaller one now. It is one of the strongest predictors of financial success, and it is a skill you can build by practising with small amounts.",delayed gratification|patience|self control|wait|reward,student,internal:aspire-financial-education,2026-08-04
